TITLE,LOCATION,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,PARKING,AMENITIES,PRICE_NPR,RATE_VALUE,RATE_UNIT,RATE_DENOMINATOR,LAND_AREA_AANA,BUILDUP_AREA_SQFT,ROAD_ACCESS_FEET
Semi Commercial house for sale in Koteshwor,"Koteshwor, Kathmandu",East,3.5,7.0,4.0,2079 B.S,,"['Bathroom', 'Drainage']",47000000.0,,,,4.2,,25.0
"Residential house on sale at Bafal, Kathmandu","Bafal, Kathmandu",South,3.0,6.0,4.0,2072 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage']",90000000.0,,,,8.0,,20.0
"Residential house on sale at Nepaltar, Tarakeshwor","Nepaltar, Kathmandu",South,3.0,8.0,4.0,2074 B.S,,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Power Backup', 'Power Backup', 'Garden', 'Modular Kitchen', 'Parking', 'Playground', 'Swimming Pool', 'Internet']",22400000.000000004,,,,3.2,,13.0
Under Construction Bungalow for sale in Sunakothi,"Sunakothi, Lalitpur",North-East,2.5,5.0,5.0,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Drinking Water', 'Bathroom', 'Parking', 'Garden', 'TV', 'Internet']",,,,,4.1,2900.0,20.0
"Commercial house on sale at Ramkot, Nagarjun","Ramkot, Kathmandu",North-West,6.0,30.0,11.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage']",85000000.0,,,,7.2,,30.0
Beautiful house on sale at Kapan,"Kapan, Kathmandu",South,2.5,7.0,5.0,2073 B.S,,"['Bathroom', 'Parking', 'Drainage', 'Drinking Water']",26500000.0,,,,3.3,,13.0
"House for sale near API School, Dhapasi","Dhapasi, Kathmandu",South,2.5,6.0,4.0,2070 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Marbel', 'Parking']",39900000.0,,,,4.0,,15.0
Newly constructed house on sale at Kuleshwor,"Kuleshwor, Kathmandu",East,4.5,6.0,4.0,2063 B.S,,"['Earthquake Resistant', 'Bathroom', 'Parking', 'Drinking Water', 'Drainage', 'Marbel', 'Power Backup']",33500000.0,,,,3.0,,18.0
"Brand new House on sale at Sano Thimi, Bhaktapur","Sano thimi, Bhaktapur",South,2.5,6.0,5.0,2071 B.S,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Parking', 'Drinking Water', 'Drainage', 'Power Backup', 'Garden']",49000000.0,,,,4.0,,18.0
Residential house for sale in Makalbari,"Makalbari, Kathmandu",North,2.5,5.0,3.0,2065 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Parking', 'Drainage', 'Power Backup']",37000000.0,,,,6.1,,12.0
"House for Rent in Hill View Housing, Balkumari ","Balkumari, Lalitpur",South-East,2.5,4.0,4.0,2066 B.S,,"['Earthquake Resistant', 'Bed Room', 'Modular Kitchen', 'Drinking Water', 'Bathroom', 'Parking']",110000.00000000001,,,,4.2,,16.0
"Attractive 5 bhk house on sale at Imadol, Lalitpur","Imadol, Lalitpur",North-West,2.5,5.0,3.0,2072 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage']",27500000.0,,,,3.0,,20.0
Modern Villa for sale in Bhaisepati,"Bhaisepati, Lalitpur",South,2.5,4.0,5.0,2058 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Parking', 'Bathroom', 'Drinking Water', 'Modular Kitchen', 'Drainage']",64000000.0,,,,6.0,,20.0
"House on sale at Durbarmarg, Kathmandu","Durbar Marga, Kathmandu",West,2.5,12.0,4.0,2068 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage']",40000000.0,,,,7.0,,14.0
"House on sale at Taulung, Budhanilkantha","Taulung, Kathmandu",East,1.5,2.0,2.0,2074 B.S,,"['Bathroom', 'Parking', 'Drinking Water', 'Drainage']",40000000.0,,,,5.0,,14.0
"Residential house on sale at Phutung, Tarakeshwor","Phutung, Kathmandu",South,2.5,4.0,4.0,2072 B.S,,"['Earthquake Resistant', 'Playground', 'Bathroom', 'Drinking Water', 'Garden', 'Drainage']",29900000.000000004,,,,4.0,24757.199999999997,20.0
"Commercial building on sale at Bouddha, Kathmandu","Bouddha, Kathmandu",East,3.0,7.0,4.0,2072 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage']",45000000.0,,,,6.2,10000.0,20.0
Newly built house on sale at Budhanilkantha,"Budhanilkantha, Kathmandu",North-East,2.5,7.0,5.0,2070 B.S,,"['Bathroom', 'Drinking Water', 'Parking', 'Drainage']",38500000.0,,,,4.0,,13.0
"Bungalow for rent in Kalikasthan, Dillibazar","Dillibazar, Kathmandu",,3.0,2.0,3.0,2070 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Bathroom', 'Parking', 'Drinking Water', 'Garden', 'AirCon', 'Internet', 'Drainage']",,250000.0,NPR,m,10.0,,15.0
Residential house for sale in Duwakot,"Duwakot, Bhaktapur",South-West,3.0,,,2074 B.S,,"['Marbel', 'Parking', 'Bathroom', 'Drinking Water', 'Drainage']",32500000.0,,,,5.0,,16.5
"Semi furnished house for sale in Narayantar, Jorpati","Narayantar, Kathmandu",South-West,2.5,7.0,4.0,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'Sofa', 'Dining Room', 'Bed Room', 'Water Purifier', 'Drainage', 'Power Backup', 'Power Backup', 'Garden', 'Internet']",37500000.0,,,,3.2,,16.0
"Building on rent at Dhumbarahi, Kathmandu","Dhumbarahi, Kathmandu",East,4.5,,,2076 B.S,,"['Lift', 'Parking', 'Bathroom', 'Drinking Water', 'Drainage']",,150000.0,NPR,m,,2900.0,14.0
Luxurious bungalow on sale at Budhanilkantha,"Budhanilkantha, Kathmandu",East,2.5,5.0,5.0,2064 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",,,,,16.0,,14.0
"House for rent at Baluwatar, Kathmandu","Baluwatar, Kathmandu",North-East,2.5,6.0,6.0,2064 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water', 'Garden']",,450000.0,NPR,m,24.0,,14.0
Flat system house for sale in Imadol,"Imadol, Lalitpur",East,2.5,4.0,4.0,2070 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Marbel', 'Earthquake Resistant']",25000000.0,,,,3.0,,20.0
"Residential house on sale at near Sesmati Bridge, Nepaltar","Nepaltar, Kathmandu",East,4.0,11.0,5.0,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'Dining Room', 'Water Purifier', 'Drainage', 'Power Backup', 'Power Backup', 'Garden', 'Modular Kitchen', 'Parking', 'Internet']",19600000.0,,,,3.0,,9.0
Luxurious cheapest bungalow for sale at Jarankhu,"Jarankhu, Kathmandu",East,3.0,5.0,5.0,2074 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Fridge', 'Sofa', 'Dining Room', 'Bed Room', 'Water Purifier', 'Drainage', 'Power Backup', 'Power Backup']",28400000.0,,,,5.0,,22.0
"Beautiful house on sale at Sesmati, Nepaltar","Nepaltar, Kathmandu",East,4.0,9.0,6.0,2065 B.S,,"['Earthquake Resistant', 'Marbel', 'Dining Room', 'Water Purifier', 'Drainage', 'Power Backup', 'Power Backup', 'Garden', 'Modular Kitchen', 'Parking', 'Internet']",16200000.000000002,,,,3.0,,9.0
"Beautiful house on sale at Maitrinagar, Kirtipur","Maitrinagar, Kathmandu",North-East,3.5,10.0,6.0,2072 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",55000000.0,,,,6.0,,13.0
Commercial Building on rent at Baluwatar,"Baluwatar, Kathmandu",East,3.0,13.0,3.0,2070 B.S,,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Power Backup', 'Garden', 'Parking', 'Playground', 'Internet', 'Drinking Water', 'Bathroom']",,290000.0,NPR,m,16.0,,22.0
House on rent at Gairigaun,"Gairigaun, Kathmandu",,2.5,4.0,3.0,2070 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage', 'Marbel', 'Power Backup']",,50000.0,NPR,m,6.0,,13.0
"Attractive bungalow on sale at Thimi, Bhaktapur ","Thimi, Bhaktapur",North-West,4.5,8.0,6.0,2071 B.S,,"['Parking', 'Drainage', 'Modular Kitchen', 'Bathroom', 'Drinking Water', 'Swimming Pool', 'Garden']",50000000.0,,,,5.0,6300.0,20.0
Attractive house for sale in Imadol,"Imadol, Lalitpur",South-West,2.5,6.0,4.0,2070 B.S,,"['Parking', 'Bathroom', 'Drinking Water', 'Drainage']",33000000.0,,,,3.2,,20.5
"Residential house for sale at Bhangal, Budhanilkantha","Bhangal , Kathmandu",West,2.5,4.0,4.0,2070 B.S,,"['Parking', 'Bathroom', 'Drinking Water', 'Drainage']",27500000.0,,,,4.0,,12.0
"Bungalow house for sale in Kharibot, Kapan","Kharibot, Kathmandu",East,3.0,7.0,6.0,2072 B.S,,"['Earthquake Resistant', 'Marbel', 'CC Camera', 'Amphitheatre', 'Dining Room', 'AirCon', 'Water Purifier', 'Washing Machine', 'TV', 'Drainage', 'Power Backup']",42500000.0,,,,5.0,3300.0,16.0
"House for sale in Dharmasthali, Tarakeshwor","Dharmasthali, Kathmandu",North,2.0,4.0,2.0,2072 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage']",21000000.0,,,,4.0,,20.0
"Bungalow for rent in Chundevi, Kathmandu","Chundevi, Kathmandu",,2.0,4.0,3.0,2076 B.S,,"['Marbel', 'Parquet', 'Drainage', 'Parking', 'Drinking Water', 'Bathroom', 'Garden']",,150000.0,NPR,m,16.0,,15.0
"4 BHK house on sale at Shital Height, Imadol","Imadol, Lalitpur",East,2.5,4.0,4.0,2076 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",23000000.0,,,,2.3,,13.0
"5 BHK house for sale at Imadol, Lalitpur","Imadol, Lalitpur",South,2.5,5.0,,2064 B.S,,"['Parking', 'Bathroom', 'Drinking Water']",42500000.0,,,,3.3,,20.0
"Attractive house for sale at Setipakha, Hattiban","Setipakha, Lalitpur",North-East,2.5,4.0,4.0,2064 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Drinking Water']",26500000.0,,,,3.1,,13.0
"Residential 4bhk house for sale at Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",West,3.5,4.0,5.0,2070 B.S,,"['Bathroom', 'Parking', 'Drainage', 'Drinking Water']",70000000.0,,,,6.0,,13.0
House and land for sale in Nuwakot, Nuwakot,South-West,2.5,4.0,4.0,2076 B.S,,"['Bathroom', 'Parking', 'Earthquake Resistant']",20000000.0,,,,3.0,980.0,20.0
"Residential house on sale at Kapan, Budhanilkantha","Kapan, Kathmandu",South,1.0,2.0,1.0,2074 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",24000000.0,,,,4.0,,15.0
"Beautiful house on rent at Baluwatar, Kathmandu","Baluwatar, Kathmandu",,2.5,4.0,3.0,2065 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",,185000.0,NPR,m,,,11.0
"Residential house on sale at Ochu Height, Imadol","Ochu Height, Lalitpur",East,3.5,8.0,6.0,2070 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",41000000.0,,,,5.0,,13.0
"Attractive house on sale at Thapathali, Kathmandu","Thapathali, Kathmandu",South,3.0,6.0,3.0,2065 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",44500000.0,,,,6.2,,12.0
"Beautiful house on sale at Kharibot, Kapan","Kharibot, Kathmandu",North-East,2.5,6.0,3.0,2070 B.S,,"['Parking', 'Bathroom', 'Drinking Water', 'Drainage']",45000000.0,,,,10.3,,13.0
"Residential house on sale at Manamaiju, Kathmandu","Manamaiju, Kathmandu",South,3.5,6.0,7.0,2069 B.S,,"['Parking', 'Drainage', 'Drinking Water', 'Bathroom']",27500000.0,,,,3.0,,22.0
"House on rent at Siddhartha Colony, Budhanilkantha","Siddhartha Colony, Kathmandu",,2.5,4.0,3.0,2071 B.S,,"['Bathroom', 'Drinking Water', 'Parking', 'Drainage']",,70000.0,NPR,m,,,13.0
"Beautiful house on sale at Downtown Housing, Imadol ","Imadol, Lalitpur",East,2.5,4.0,4.0,2070 B.S,,"['Bathroom', 'Parking', 'Drainage', 'Drinking Water', 'Garden']",45000000.0,,,,3.2,2160.0,20.0
"Attractive house on sale at Bagaicha Colony, Budhanilkantha","Budhanilkantha, Kathmandu",South-West,3.0,5.0,6.0,2065 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",68000000.0,,,,8.0,,20.0
"House on Sell at Kohalpur, Banke","Bidhyanagar, Banke",East,2.0,2.0,1.0,2059 B.S,,"['Bathroom', 'Drinking Water', 'Parking', 'Garden']",6000000.0,,,,3.0,,10.0
"Newly built residential house on sale at Jyotinagar, Budhanilkantha","Jyotinagar, Kathmandu",East,2.5,4.0,3.0,2069 B.S,,"['Bathroom', 'Parking', 'Drainage', 'Drinking Water']",46500000.0,,,,5.1,,13.0
"House on sale at Hattigauda, Budhanilkantha","Hattigaunda, Kathmandu",West,2.0,5.0,5.0,2079 B.S,,"['Bathroom', 'Parking', 'Drainage', 'Drinking Water']",34500000.0,,,,4.2,,13.0
"Furnished house for rent at Kriti Colony, Chobhar","Chobhar, Kathmandu",South,2.5,3.0,4.0,2079 B.S,,"['Marbel', 'Parquet', 'Drinking Water', 'Bathroom', 'Parking', 'Power Backup', 'Drainage', 'Modular Kitchen']",,78900.0,NPR,m,,,17.0
"House on sale at Pokhara Hemja, Kaski","Hemja, Kaski",North-East,2.5,6.0,3.0,2076 B.S,,"['Earthquake Resistant', 'Sofa', 'Marbel', 'Washing Machine', 'TV', 'Power Backup', 'Power Backup', 'Garden', 'Modular Kitchen', 'Parking', 'Internet']",21000000.0,,,,7.0,,13.0
"House on rent at Ranibari, Kathmandu","Ranibari, Kathmandu",West,2.5,5.0,5.0,2073 B.S,,"['Bathroom', 'Drinking Water', 'Parking', 'Drainage']",,250000.0,NPR,m,12.0,,14.0
"House for rent at Hepali Height, Budhanilkantha","Hepali Height, Kathmandu",South,2.0,5.0,4.0,2070 B.S,,"['Bathroom', 'Drinking Water', 'Parking', 'Drainage']",,300000.0,NPR,m,16.0,,14.0
"House on sale at Basundhara, Kathmandu","Basundhara, Kathmandu",South-East,2.5,6.0,5.0,2055 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage']",42000000.0,,,,4.2,,16.0
"Beautiful 4 bhk house on sale at Imadol, Lalitpur","Imadol, Lalitpur",East,2.5,4.0,4.0,2070 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water', 'Garden']",43000000.0,,,,3.2,2160.0,14.0
"Beautiful house on sale near Krishna Mandir, Imadol","Imadol, Lalitpur",West,2.5,5.0,4.0,2070 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",25500000.0,,,,3.0,,13.0
"5 BHK house on sale at Greenhill City, Imadol","Imadol, Lalitpur",South,2.5,5.0,4.0,2072 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",27500000.0,,,,3.0,,13.0
"Attarctive house on sale at Harisiddhi, Lalitpur","Harisiddhi, Lalitpur",West,2.5,4.0,4.0,2072 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",27000000.0,,,,3.0,,20.0
"Residential house on sale at Thaiba, Lalitpur","Thaiba, Lalitpur",East,2.5,4.0,3.0,2079 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",24000000.0,,,,3.2,,13.0
"Beautiful house on sale at Grande, Dhapasi","Dhapasi, Kathmandu",North,2.5,4.0,3.0,2055 B.S,,"['Bathroom', 'Parking', 'Drainage', 'Drinking Water']",29000000.0,,,,3.2,,14.0
"House for rent in Civil Homes, Sunakothi","Sunakothi, Lalitpur",,3.0,5.0,7.0,2072 B.S,,"['Parquet', 'Earthquake Resistant', 'Drainage', 'Power Backup', 'Bathroom', 'Drinking Water', 'Parking']",,,,,,,20.0
Commercial house for sale in Itahari,"Itahari, Sunsari",South,3.0,12.0,4.0,2069 B.S,,"['Earthquake Resistant', 'Marbel', 'Fridge', 'Sofa', 'Dining Room', 'Bed Room', 'Washing Machine', 'TV', 'Drainage', 'Power Backup', 'Iron']",39000000.0,,,,2.8000000000000003,1800.0,32.0
"Attractive house on sale at Chandol, Kathmadu","Chandol, Kathmandu",North,2.5,7.0,4.0,2069 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",36000000.0,,,,5.0,,12.0
"Beautiful house on sale at Tyanglaphat, Kirtipur","Tyanglafat, Kathmandu",East,2.5,4.0,3.0,2079 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Garden']",57000000.0,,,,7.2,,20.0
"Newly Built House for Sale at Ganesh Chowk, Budhanilkantha ","Ganesh Chowk, Kathmandu",West,2.5,4.0,5.0,2079 B.S,,"['Earthquake Resistant', 'Modular Kitchen', 'Bathroom']",41700000.0,,,,4.0,1957.0,13.0
"House on rent at Mandikhatar, Budhanilkantha","Mandikhatar, Kathmandu",South,3.0,19.0,6.0,2076 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",,250000.0,NPR,m,,,13.0
"Attractive house on sale at Mandikhatar, Budhanilkantha","Budhanilkantha, Kathmandu",East,2.5,6.0,5.0,2073 B.S,,"['Bathroom', 'Parking', 'Drinking Water', 'Drainage']",29900000.000000004,,,,3.1,,13.0
Furnished Bungalow for rent in Maharajgunj,"Maharajgunj, Kathmandu",West,2.5,5.0,4.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage', 'Garden', 'Power Backup', 'AirCon']",,450000.0,NPR,m,16.0,3550.0,15.0
"Beautiful house on rent at Bansbari, Kathmandu","Bansbari, Kathmandu",East,2.0,8.0,4.0,2072 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",,250000.0,NPR,m,16.0,,13.0
"House for rent at Sukedhara, Kathmandu","Sukedhara, Kathmandu",North,2.0,4.0,4.0,2072 B.S,,"['Bathroom', 'Parking', 'Drainage', 'Drinking Water']",,75000.0,NPR,m,,,13.0
"House on urgent sale at Imadol, Lalitpur","Imadol, Lalitpur",East,3.0,6.0,2.0,2072 B.S,,"['Marbel', 'Earthquake Resistant', 'Bathroom', 'Parking', 'Drainage']",20000000.0,,,,3.2,1950.0,12.0
"Beautiful house on sale at Grande Villa Housing,Tokha ","Grande Hospital, Kathmandu",South,2.5,5.0,3.0,2079 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",33000000.0,,,,4.0,,11.0
"House for rent at Harisiddhi, Lalitpur","Harisiddhi, Lalitpur",East,2.0,5.0,3.0,2060 B.S,,"['Bathroom', 'Parking', 'Drainage']",,60000.0,NPR,m,,,13.0
"Beautiful 6 bhk house for sale at Nakhipot, Lalitpur","Nakhipot, Lalitpur",East,2.5,6.0,5.0,2055 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",39000000.0,,,,4.0,,12.5
"Beautiful bungalow on rent at Sanepa, Lalitpur","Sanepa, Lalitpur",,2.5,6.0,6.0,2072 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water', 'Garden']",,1500000.0,NPR,m,52.0,,17.5
"House for sale at Setipakha, Lalitpur","Setipakha, Lalitpur",West,3.0,8.0,8.0,2070 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Gym', 'Fridge', 'Sofa', 'Amphitheatre', 'Dining Room', 'Bed Room', 'Garden', 'Modular Kitchen']",26500000.0,,,,4.0,23680.8,13.0
"Attractive house on sale in Imadol, Lalitpur","Imadol, Lalitpur",South,2.5,6.0,4.0,2072 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",28000000.0,,,,64.0,2500.0,13.0
House on sale or rent at Budhanilkantha ,"Budhanilkantha, Kathmandu",North,3.0,9.0,4.0,2072 B.S,,"['Marbel', 'Garden', 'Parking', 'Bathroom', 'Earthquake Resistant', 'Drinking Water']",55000000.0,,,,8.0,,13.0
"8 BHK attractive house on sale at Sanagaun, Lalitpur","Sanagaun, Lalitpur",East,2.5,7.0,4.0,2076 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",33500000.0,,,,5.0,,20.0
1 BHK residential house on sale at Imadol,"Imadol, Lalitpur",South,1.0,1.0,1.0,2073 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",14000000.0,,,,2.5,,10.0
"House on sale at Krishna Mandir, Imadol","Tikathali, Lalitpur",South,2.5,5.0,3.0,2076 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",25500000.0,,,,3.0,,13.0
"Residential house for sale near Krishna Mandir, Imadol","Imadol, Lalitpur",West,2.5,6.0,4.0,2069 B.S,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Parking', 'Drainage']",32500000.0,,,,4.0,,15.0
"Beautiful house on sale at Padma Colony, Sitapaila ","Sitapaila, Kathmandu",North,2.5,4.0,3.0,2078 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Garden', 'Parking', 'Drainage', 'Bathroom', 'Drinking Water']",22500000.0,,,,3.1,130680.0,18.0
7 BHK attractive house on sale at Tikathali ,"Tikathali, Lalitpur",South,2.5,7.0,3.0,2073 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",23000000.0,,,,3.0,,13.0
"Beautiful house on sale at Pasikot, Budhanilkantha","Pasikot, Kathmandu",South-East,2.5,5.0,4.0,2076 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",35000000.0,,,,4.0,,13.0
"Residential house for sale at Imadol, Lalitpur","Imadol, Lalitpur",South,2.5,4.0,4.0,2061 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",26500000.0,,,,3.1,,20.0
"Attractive house on sale at Sanagaun, Lalitpur","Sanagaun, Lalitpur",North-East,2.5,6.0,5.0,2069 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",29500000.0,,,,4.0,,13.0
"2 BHK house for sale at Tikathali, Imadol","Tikathali, Lalitpur",North-East,1.0,2.0,1.0,2071 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",16000000.0,,,,3.1,,13.0
"Residential house for sale in Chapali, Budhanilkantha","Chapali, Kathmandu",East,3.5,6.0,4.0,2079 B.S,,"['Earthquake Resistant', 'Fridge', 'Parquet', 'Dining Room', 'Bed Room', 'Washing Machine', 'Power Backup', 'Modular Kitchen', 'Iron', 'Parking', 'Internet']",27000000.0,,,,2.3,2383.0,13.0
"House on sale in Baseni, Bharatpur","Baseni, Chitwan",West,1.5,2.0,1.0,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Garden', 'Internet', 'Bathroom', 'Drinking Water']",35000000.0,,,,30.0,1100.0,26.0
"7 BHK residential house on sale at Tikathali, Imadol","Tikathali, Lalitpur",South,2.5,7.0,3.0,2073 B.S,,"['Parking', 'Bathroom', 'Drinking Water', 'Drainage']",23000000.0,,,,3.0,,13.0
"Attractive house on sale at Tikathali, Imadol","Tikathali, Lalitpur",South,2.5,4.0,3.0,2076 B.S,,"['Parking', 'Bathroom', 'Drainage', 'Drinking Water']",23000000.0,,,,3.0,,13.0
"Attractive house on sale at Sundarbasti, Budhanilkantha","Sundarbasti, Kathmandu",North-East,3.5,6.0,5.0,2069 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",38800000.0,,,,4.2,,13.0
"Beautiful house for sale at Mandhkhatar, Budhanilkantha","Mandikhatar, Kathmandu",East,2.5,7.0,5.0,2070 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",39800000.0,,,,4.1,,13.0
5 BHK house for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",West,2.5,5.0,5.0,2072 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",43500000.0,,,,5.0,,13.0
"House for sale at Syuchatar, Kalanki","Syuchatar, Kathmandu",North-West,3.0,4.0,2.0,2072 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",23000000.0,,,,3.0,,10.0
"Residential house on sale at Syuchatar, Kalanki","Kalanki, Kathmandu",South,2.5,5.0,3.0,2069 B.S,,"['Parking', 'Drinking Water', 'Bathroom', 'Drainage']",23000000.0,,,,3.0,,10.0
"House for Rent at Sallaghari, Bhaktapur","Sallaghari, Bhaktapur",,5.0,9.0,4.0,2079 B.S,,"['Bathroom', 'Parking']",,90000.0,NPR,m,16.0,,14.0
Beautiful Residential house on sale in Pepsicola,"Pepsicola, Kathmandu",North,2.5,4.0,4.0,2070 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Parking', 'Drinking Water', 'Drainage', 'Bathroom', 'Modular Kitchen']",34000000.0,,,,3.1,,20.0
"House on sale at Satungal, Chandragiri","Satungal, Kathmandu",East,3.0,3.0,3.0,2072 B.S,,"['Parking', 'Drinking Water', 'Bathroom']",15000000.0,,,,2.2,,4.0
"House on sale at Ghumti Marg, Bhimsengola, Old Baneshwor, Kathmandu","Baneshwor, Kathmandu",South-West,3.5,6.0,4.0,2072 B.S,,"['Bathroom', 'Parking', 'Drinking Water', 'Water Purifier', 'Power Backup', 'Drainage', 'Power Backup', 'Internet']",38000000.0,,,,3.0,34875.36,20.0
"House for rent at Bansbari, Kathmandu","Bansbari, Kathmandu",,2.0,4.0,5.0,2079 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",,250000.0,NPR,m,26.0,,13.0
House for Rent at Dhulikhel,"Dhulikhel, Kavrepalanchok",North,4.5,9.0,5.0,2058 B.S,,"['Earthquake Resistant', 'Marbel', 'Power Backup', 'Garden', 'Modular Kitchen', 'Drinking Water', 'Bathroom', 'Parking']",,150000.0,NPR,m,62.90138787436085,2000.0,30.0
"Residential house on rent at Bafal, Nagarjun","Bafal, Kathmandu",South,2.5,4.0,4.0,2072 B.S,,"['Parking', 'Drinking Water', 'Bathroom', 'Drainage']",,75000.0,NPR,m,4.0,,11.0
"Beautiful house for sale at Kapan, Budhanilkantha","Kapan, Kathmandu",North-West,2.5,12.0,4.0,2069 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage']",35000000.0,,,,6.0,,11.0
"Brand new house on sale at Mandikhatar, Budhanilkantha","Mandikhatar, Kathmandu",South,2.5,6.0,5.0,2069 B.S,,"['Parking', 'Bathroom', 'Drinking Water', 'Drainage']",37500000.0,,,,4.0,,13.0
"Residential house for sale at Tikathali, Imadol","Tikathali, Lalitpur",North,3.0,8.0,5.0,2079 B.S,,"['Parking', 'Bathroom', 'Drinking Water', 'Drainage']",42500000.0,,,,4.2,,13.0
"Beautiful house for sale at Sital Height, Imadol","Imadol, Lalitpur",North,2.5,5.0,4.0,2079 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",34500000.0,,,,4.1,,13.0
"House for sale at Sital Height, Imadol","Imadol, Lalitpur",North,3.5,5.0,5.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Parking', 'Drainage']",26500000.0,,,,3.0,,13.0
"Attractive house on sale at Sital Height, Imadol","Imadol, Lalitpur",South,3.0,5.0,4.0,2073 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",31500000.0,,,,3.1,,13.0
"Beautiful house on sale at Tikathali, Mahalaxmi","Tikathali, Lalitpur",South,2.5,5.0,4.0,2076 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",37500000.0,,,,3.3,,13.0
